amount,quantity,price,stock,age,income,purchased,days_since_signup,days_since_last_purchase,purchase_month,purchase_weekday,gender_encoded,payment_mode_encoded,city_Bangalore,city_Bhopal,city_Chandigarh,city_Chennai,city_Delhi,city_Hyderabad,city_Indore,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Nagpur,city_Pune,city_Surat,category_Computer,category_Electronics,category_Mobile Accessories,category_Wearable,product_name_encoded,income_bin,total_purchases,purchase_per_day,avg_spend_per_purchase,recency_score,income_quantile_bin,frequent_buyer
1999.0,3.0,1999.0,30.0,22.0,115074.0,1,1450,161,5,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,1.377670572019297,1999.0,0.006172839506172839,2,0
1999.0,2.0,1999.0,30.0,29.0,175072.0,1,1376,18,9,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3,2,1.4517066085693537,999.5,0.05263157894736842,3,0
2599.0,1.0,2599.0,20.0,41.0,25906.0,1,1201,230,2,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,1,2.1622296173044924,2599.0,0.004329004329004329,0,0
1999.0,1.0,1999.0,30.0,22.0,187708.0,1,1469,13,10,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1,1.3598639455782313,1999.0,0.07142857142857142,3,0
1299.0,3.0,1299.0,25.0,45.0,99751.0,1,1261,228,3,5,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,2,1.0293185419968305,649.5,0.004366812227074236,1,0
2599.0,2.0,2599.0,20.0,49.0,61321.0,1,2003,26,9,4,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,2,1.2969061876247505,1299.5,0.037037037037037035,0,0
499.0,2.0,499.0,50.0,21.0,173262.0,1,1412,75,8,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,2,0.35314932767162066,249.5,0.013157894736842105,3,0
499.0,3.0,499.0,50.0,22.0,181162.0,1,1880,130,6,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3,0.26528442317916,166.33333333333334,0.007633587786259542,3,1
899.0,3.0,899.0,60.0,19.0,113506.35283332468,1,1464,176,4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,2,0.6136518771331058,449.5,0.005649717514124294,1,0
499.0,3.0,499.0,50.0,48.0,116722.0,1,1869,255,2,6,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,3,0.26684491978609626,166.33333333333334,0.00390625,2,1
499.0,2.0,499.0,50.0,21.0,157244.0,1,1527,271,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0.32657068062827227,499.0,0.003676470588235294,2,0
699.0,2.0,699.0,40.0,49.0,157660.0,1,1347,72,8,0,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5185459940652819,699.0,0.0136986301369863,2,0
899.0,1.0,899.0,60.0,27.0,41312.0,1,1163,95,7,5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,2,0.7723367697594502,449.5,0.010416666666666666,0,0
2599.0,1.0,2599.0,20.0,44.0,113502.14574317806,1,1950,109,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,2,1.3321373654536135,1299.5,0.00909090909090909,1,0
1999.0,1.0,1999.0,30.0,58.0,84028.0,1,2046,173,4,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,0.9765510503175379,1999.0,0.005747126436781609,1,0
499.0,2.0,499.0,50.0,61.0,62604.0,1,1751,9,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.2848173515981735,499.0,0.1,0,0
899.0,2.0,899.0,60.0,35.0,100685.0,1,1153,52,8,6,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,1,0.7790294627383015,899.0,0.018867924528301886,1,0
1299.0,1.0,1299.0,25.0,53.0,144447.0,1,1663,230,2,3,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2,1,0.7806490384615384,1299.0,0.004329004329004329,2,0
2599.0,1.0,2599.0,20.0,21.0,173262.0,1,1273,164,5,6,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3,2,2.0400313971742543,1299.5,0.006060606060606061,3,0
499.0,1.0,499.0,50.0,43.0,179674.0,1,1213,263,1,5,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,2,0.4110378912685338,249.5,0.003787878787878788,3,0
499.0,1.0,499.0,50.0,62.0,193824.0,1,2100,11,10,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3,0.23750594954783436,166.33333333333334,0.08333333333333333,3,1
499.0,3.0,499.0,50.0,29.0,175072.0,1,1276,168,4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,2,0.39075959279561473,249.5,0.005917159763313609,3,0
1299.0,1.0,1299.0,25.0,31.0,111353.0,1,1261,123,6,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1,2,1.0293185419968305,649.5,0.008064516129032258,1,0
699.0,2.0,699.0,40.0,50.0,41621.0,1,1478,174,4,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.4726166328600406,233.0,0.005714285714285714,0,1
1276.0,3.0,1299.0,25.0,41.68329389002502,167256.0,1,1589,198,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3,3,0.8025157232704403,425.3333333333333,0.005025125628140704,3,1
899.0,3.0,899.0,60.0,45.0,113506.35367545258,1,1210,111,6,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2,1,0.7423616845582164,899.0,0.008928571428571428,2,0
899.0,2.0,899.0,60.0,41.0,97175.0,1,1456,74,8,5,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,4,0.6170212765957447,224.75,0.013333333333333334,1,1
1299.0,1.0,1299.0,25.0,40.0,113471.0,1,1538,45,8,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,2,0.8440545808966862,649.5,0.021739130434782608,1,0
699.0,2.0,699.0,40.0,25.0,179741.0,1,1509,214,3,5,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.4629139072847682,699.0,0.004651162790697674,3,0
499.0,3.0,499.0,50.0,50.0,170871.0,1,1721,2,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,1,0.2897793263646922,499.0,0.3333333333333333,3,0
899.0,3.0,899.0,60.0,31.0,65838.0,1,1397,118,6,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,3,0.6430615164520744,299.6666666666667,0.008403361344537815,0,1
899.0,3.0,899.0,60.0,38.0,113506.35345522728,1,1976,13,10,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2,3,0.45472938796155793,299.6666666666667,0.07142857142857142,2,1
631.0,1.0,699.0,40.0,58.0,106120.0,1,1352,267,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.4663710273466371,315.5,0.0037313432835820895,1,0
1999.0,2.0,1999.0,30.0,61.0,128821.0,1,1416,176,4,1,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,1.4107268877911079,1999.0,0.005649717514124294,2,0
1299.0,1.0,1299.0,25.0,36.0,111396.0,1,1653,179,4,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1,2,0.7853688029020556,649.5,0.005555555555555556,1,0
2599.0,3.0,2599.0,20.0,55.0,139619.0,1,1587,163,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2,1,1.6366498740554156,2599.0,0.006097560975609756,2,0
2599.0,2.0,2599.0,20.0,25.0,96229.0,1,1543,5,10,4,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,2,1.6832901554404145,1299.5,0.16666666666666666,1,0
1299.0,2.0,1299.0,25.0,32.0,51337.0,1,1215,104,7,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0,1,1.0682565789473684,1299.0,0.009523809523809525,0,0
1299.0,1.0,1299.0,25.0,22.0,88099.0,1,1680,49,8,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,4,0.7727543129089828,324.75,0.02,1,1
2599.0,2.0,2599.0,20.0,40.0,188455.0,1,1958,183,4,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3,1,1.3266972945380295,2599.0,0.005434782608695652,3,0
872.0,1.0,899.0,60.0,44.0,23471.0,1,1727,213,3,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,3,0.5046296296296297,290.6666666666667,0.004672897196261682,0,1
1999.0,2.0,1999.0,30.0,22.0,88099.0,1,1187,74,8,5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,4,1.6826599326599327,499.75,0.013333333333333334,1,1
699.0,2.0,699.0,40.0,60.0,113506.84795825859,1,1837,162,5,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.38030467899891185,699.0,0.006134969325153374,2,0
2599.0,2.0,2599.0,20.0,36.0,29752.0,1,1591,156,5,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,3,1.6325376884422111,866.3333333333334,0.006369426751592357,0,1
2599.0,1.0,2599.0,20.0,41.6791207043221,176951.0,1,1240,52,8,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3,3,2.0942788074133762,866.3333333333334,0.018867924528301886,3,1
1299.0,2.0,1299.0,25.0,27.0,28770.0,1,1163,8,10,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0,5,1.115979381443299,259.8,0.1111111111111111,0,1
1999.0,1.0,1999.0,30.0,26.0,197558.0,1,1760,19,9,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3,1,1.1351504826802954,1999.0,0.05,3,0
499.0,1.0,499.0,50.0,43.0,197691.0,1,1193,263,1,5,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3,0.41792294807370184,166.33333333333334,0.003787878787878788,3,1
699.0,3.0,699.0,40.0,57.0,180372.0,1,1829,253,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.3819672131147541,233.0,0.003937007874015748,3,1
499.0,1.0,499.0,50.0,62.0,118989.0,1,1324,96,7,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,3,0.37660377358490565,166.33333333333334,0.010309278350515464,2,1
2599.0,3.0,2599.0,20.0,56.0,159251.0,1,1513,40,9,4,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2,2,1.7166446499339498,1299.5,0.024390243902439025,2,0
462.0,3.0,499.0,50.0,50.0,108664.0,1,1279,279,1,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,0.3609375,231.0,0.0035714285714285713,1,0
1299.0,3.0,1299.0,25.0,45.0,108668.0,1,1294,279,1,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,2,1.003088803088803,649.5,0.0035714285714285713,1,0
2599.0,1.0,2599.0,20.0,20.0,58211.0,1,1503,233,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,1,1.728058510638298,2599.0,0.004273504273504274,0,0
699.0,2.0,699.0,40.0,53.0,87843.0,1,1923,18,9,5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,0.3633056133056133,349.5,0.05263157894736842,1,0
1299.0,2.0,1299.0,25.0,20.0,44995.0,1,1261,247,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0,5,1.0293185419968305,259.8,0.004032258064516129,0,1
899.0,2.0,899.0,60.0,18.0,102302.0,1,1241,172,4,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,0.7238325281803543,899.0,0.005780346820809248,1,0
499.0,1.0,499.0,50.0,34.0,126108.0,1,1832,271,1,4,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,0.2722313147845063,499.0,0.003676470588235294,2,0
899.0,3.0,899.0,60.0,21.0,49055.0,1,1311,259,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0,1,0.6852134146341463,899.0,0.0038461538461538464,0,0
2599.0,3.0,2599.0,20.0,28.0,119853.0,1,1820,65,8,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2,1,1.42723778143877,2599.0,0.015151515151515152,2,0
1299.0,1.0,1299.0,25.0,34.0,195674.0,1,1615,17,9,6,0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3,3,0.8038366336633663,433.0,0.05555555555555555,3,1
699.0,2.0,699.0,40.0,46.0,135725.0,1,1207,44,9,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.5786423841059603,233.0,0.022222222222222223,2,1
499.0,3.0,499.0,50.0,43.0,165128.0,1,1209,9,10,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,1,0.412396694214876,499.0,0.1,3,0
499.0,1.0,499.0,50.0,32.0,33947.0,1,1314,279,1,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.379467680608365,499.0,0.0035714285714285713,0,0
699.0,1.0,699.0,40.0,27.0,96975.0,1,1678,84,7,2,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.41631923764145323,349.5,0.011764705882352941,1,0
699.0,3.0,699.0,40.0,24.0,47386.0,1,1127,88,7,5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.6196808510638298,699.0,0.011235955056179775,0,0
1999.0,3.0,1999.0,30.0,53.0,140234.0,1,1607,216,3,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,4,1.2431592039800996,499.75,0.004608294930875576,2,1
499.0,1.0,499.0,50.0,22.0,109906.0,1,2000,260,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,0.2493753123438281,249.5,0.0038314176245210726,1,0
699.0,2.0,699.0,40.0,41.41310295892304,131672.0,1,1172,84,7,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.5959079283887468,349.5,0.011764705882352941,2,0
2599.0,1.0,2599.0,20.0,59.0,151743.0,1,1686,36,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2,1,1.5406046235921755,2599.0,0.02702702702702703,2,0
1999.0,3.0,1999.0,30.0,40.0,82424.0,1,1318,192,4,6,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,3,1.5155420773313115,666.3333333333334,0.0051813471502590676,1,1
2599.0,1.0,2599.0,20.0,29.0,113502.14526095087,1,1696,136,6,6,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,2,1.5315262227460225,1299.5,0.0072992700729927005,1,0
434.0,3.0,499.0,50.0,44.0,79871.0,1,1233,209,3,3,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0.35170178282009723,434.0,0.004761904761904762,1,0
1299.0,2.0,1299.0,25.0,49.0,199402.0,1,1845,285,1,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3,3,0.7036836403033586,433.0,0.0034965034965034965,3,1
1299.0,1.0,1299.0,25.0,54.0,113505.3625659637,1,1277,220,3,6,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,1,1.016431924882629,1299.0,0.004524886877828055,1,0
899.0,2.0,899.0,60.0,59.0,77804.0,1,2061,25,9,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,1,0.435984481086324,899.0,0.038461538461538464,1,0
462.0,2.0,499.0,50.0,41.64429340682013,156511.0,1,1396,121,6,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,0.33070866141732286,231.0,0.00819672131147541,2,0
1299.0,1.0,1299.0,25.0,53.0,96373.0,1,1263,1,10,1,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,1,1.0276898734177216,1299.0,0.5,1,0
1999.0,1.0,1999.0,30.0,56.0,32763.0,1,1295,201,3,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2,1.5424382716049383,999.5,0.0049504950495049506,0,0
1299.0,1.0,1299.0,25.0,20.0,26643.0,1,2010,255,2,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0,2,0.6459472899055196,649.5,0.00390625,0,0
1299.0,2.0,1299.0,25.0,18.0,103457.0,1,1141,248,2,6,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1,2,1.137478108581436,649.5,0.004016064257028112,1,0
