customer_id,loan_amount,loan_purpose,transaction_count,spending_ratio
CUST00054,24790.63,Home,22,38.0569
CUST00055,33153.23,Other,45,53.1261
CUST00056,56173.14,Home,9,17.8113
CUST00057,29514.03,Car,16,6.0374
CUST00058,14597.94,Other,36,16.5094
CUST00059,36874.11,Other,34,30.4235
CUST00060,19666.32,Education,45,8.517
CUST00061,124875.27,Education,13,46.8093
CUST00062,29497.02,Business,19,15.9236
CUST00063,177847.29,Business,12,6.5399
CUST00064,176282.07,Home,36,7.3266
CUST00065,65585.62,Business,10,30.3131
CUST00066,17722.33,Education,16,22.5593
CUST00067,19288.59,Education,28,19.7267
CUST00068,53068.9,Car,19,39.7301
CUST00069,37600.82,Education,40,34.5073
CUST00070,74023.69,Other,6,32.4532
CUST00071,21372.47,Education,4,24.6449
CUST00072,63632.99,Other,30,44.7421
CUST00073,6059.42,Home,39,14.0239
CUST00074,32094.71,Business,31,18.2313
CUST00075,22164.71,Business,46,60.6815
CUST00076,25234.38,Business,27,17.5749
CUST00077,33446.43,Education,45,60.6744
CUST00078,90291.89,Education,21,6.7291
CUST00079,14425.72,Other,37,21.6059
CUST00080,6307.95,Business,9,54.4502
CUST00081,15828.34,Home,35,21.0746
CUST00082,82285.38,Business,42,42.839
CUST00083,9740.1,Car,47,40.4588
CUST00084,22981.43,Car,21,14.3225
CUST00085,71087.15,Other,17,4.2961
CUST00086,34657.07,Car,24,21.9685
CUST00087,89586.99,Business,31,36.4267
CUST00088,7130.12,Car,6,23.8234
CUST00089,28077.19,Home,35,21.7927
CUST00090,105846.13,Education,37,3.9906
CUST00091,14742.57,Home,13,30.358
CUST00092,83103.98,Business,25,30.9266
CUST00093,30074.94,Car,32,71.7651
CUST00094,51395.38,Car,1,43.9637
CUST00095,99880.08,Home,49,22.9546
CUST00096,51219.16,Car,35,8.8909
CUST00097,22629.29,Business,19,23.1334
CUST00098,56934.13,Home,12,34.2006
CUST00099,21387.46,Education,40,25.3388
CUST00100,45192.82,Other,40,38.6019
CUST00101,13340.04,Business,47,39.5938
CUST00102,37170.69,Business,43,35.5652
CUST00103,94036.14,Home,20,20.0006
CUST00104,28594.92,Car,33,36.3851
CUST00105,87112.21,Other,29,45.7316
CUST00106,431379.56,Business,16,27.0867
CUST00107,35484.18,Education,14,4.5726
CUST00108,59358.69,Business,7,7.9738
CUST00109,53182.79,Car,6,40.5458
CUST00110,43481.16,Home,21,21.0093
CUST00111,68207.98,Business,36,67.325
CUST00112,29777.97,Business,22,8.4013
CUST00113,21374.73,Education,40,27.4822
CUST00114,10710.09,Other,19,4.0708
CUST00115,27606.13,Car,25,12.2493
CUST00116,688377.63,Car,3,39.1022
CUST00117,17122.73,Other,36,48.6043
CUST00118,44238.13,Business,45,14.3488
CUST00119,32909.35,Education,34,42.0502
CUST00120,22102.05,Home,11,44.7291
CUST00121,8246.69,Home,48,12.3286
CUST00122,108042.91,Business,42,26.4554
CUST00123,54926.57,Car,47,64.0309
CUST00124,306272.42,Business,27,21.4737
CUST00125,86122.88,Other,42,18.9744
CUST00126,106131.61,Business,2,30.4747
CUST00127,8959.92,Car,6,8.3218
CUST00128,8835.49,Business,46,13.1467
CUST00129,37565.81,Car,2,42.983
CUST00130,14494.26,Home,42,46.94
CUST00131,21056.63,Home,17,52.5014
CUST00132,274035.06,Car,40,23.8697
CUST00133,94080.02,Other,48,23.2902
CUST00134,17179.56,Home,14,36.1721
CUST00135,5470.38,Home,10,30.9247
CUST00136,16059.41,Other,45,43.2939
CUST00137,23254.28,Home,33,29.8686
CUST00138,28084.95,Business,42,29.7354
CUST00139,13052.87,Car,12,12.8606
CUST00140,89669.01,Home,32,8.8985
CUST00141,20554.42,Other,49,34.879
CUST00142,61014.21,Home,24,21.8959
CUST00143,37915.3,Education,14,9.5086
CUST00144,76940.04,Car,5,36.994
CUST00145,30021.34,Home,5,59.4473
CUST00146,17326.82,Home,47,15.8089
CUST00147,22496.84,Home,32,24.9431
CUST00148,22752.08,Home,45,17.2679
CUST00149,189404.54,Business,49,20.5385
CUST00150,38607.59,Education,33,23.6181
CUST00151,36450.35,Car,46,18.028
CUST00152,73542.68,Car,4,33.7747
CUST00153,36313.47,Other,30,5.5158
CUST00154,89084.54,Other,41,32.81
CUST00155,26966.15,Business,17,18.0182
CUST00156,24861.81,Other,3,13.5116
CUST00157,16577.16,Car,13,18.4
CUST00158,159538.07,Car,44,54.9698
CUST00159,34342.54,Education,48,33.2014
CUST00160,14196.72,Education,36,41.9609
CUST00161,42508.6,Education,18,12.4596
CUST00162,21589.38,Car,23,13.5797
CUST00163,26590.76,Other,35,45.2676
CUST00164,46564.92,Business,49,35.3595
CUST00165,122612.98,Car,33,17.5431
CUST00166,39390.04,Business,36,5.3564
CUST00167,20561.4,Car,17,29.9724
CUST00168,24247.48,Home,39,25.0898
CUST00169,61399.55,Car,34,20.5747
CUST00170,7580.45,Car,12,21.3446
CUST00171,15769.83,Home,5,52.2812
CUST00172,43049.97,Business,48,32.673
CUST00173,9271.17,Car,40,18.2867
CUST00174,28282.14,Education,27,20.5405
CUST00175,24769.99,Home,40,63.7415
CUST00176,73273.83,Home,13,43.6524
CUST00177,29725.9,Other,26,30.4551
CUST00178,93840.62,Education,14,34.1996
CUST00179,38680.79,Other,32,54.6452
CUST00180,150416.13,Other,11,59.9827
CUST00181,11968.2,Car,38,43.9567
CUST00182,132415.7,Car,16,23.5496
CUST00183,26136.77,Other,22,26.0372
CUST00184,118084.97,Other,47,64.905
CUST00185,93731.33,Education,16,40.8519
CUST00186,3708.84,Business,13,9.2142
CUST00187,53280.97,Business,12,45.9311
CUST00188,80667.88,Car,18,25.1689
CUST00189,105121.72,Education,29,40.0943
CUST00190,14167.28,Business,18,11.4522
CUST00191,58236.89,Business,46,32.2771
CUST00192,42449.01,Home,2,26.6278
CUST00193,51283.65,Car,2,31.9643
CUST00194,80752.9,Home,3,17.4693
CUST00195,91616.61,Home,29,23.9872
CUST00196,21491.35,Other,8,24.7697
CUST00197,44906.39,Home,11,31.5357
CUST00198,37530.46,Home,12,39.6162
CUST00199,29986.96,Car,32,27.8134
CUST00200,32369.76,Education,4,50.8117
CUST00201,42480.05,Education,9,40.6162
CUST00202,22435.83,Home,24,22.3846
CUST00203,73602.14,Home,49,24.7897
CUST00204,100252.43,Home,16,14.7545
CUST00205,18836.26,Education,17,21.7055
CUST00206,104262.17,Car,47,22.455
CUST00207,18864.65,Other,22,45.3154
CUST00208,74475.8,Education,7,14.2945
CUST00209,104107.89,Home,10,27.685
CUST00210,33670.97,Business,29,23.2691
CUST00211,18988.75,Car,36,32.184
CUST00212,22675.8,Business,24,32.3819
CUST00213,48508.07,Car,46,25.3749
CUST00214,174856.96,Education,14,18.6107
CUST00215,9375.11,Business,14,63.7171
CUST00216,39347.73,Other,25,26.0869
CUST00217,33844.86,Car,46,65.7825
CUST00218,25204.62,Car,22,33.9417
CUST00219,34042.82,Education,47,20.1497
CUST00220,23534.97,Other,23,21.5798
CUST00221,98176.71,Other,32,10.5208
CUST00222,106297.29,Home,26,36.7161
CUST00223,38968.47,Home,27,4.6768
CUST00224,32437.94,Education,45,32.9166
CUST00225,24478.99,Home,12,14.6457
CUST00226,39035.43,Car,19,29.8495
CUST00227,159255.45,Home,19,29.7902
CUST00228,33423.44,Education,34,15.5293
CUST00229,18554.25,Other,32,19.8455
CUST00230,26417.73,Other,29,48.2318
CUST00231,66355.1,Car,21,50.4348
CUST00232,20451.48,Education,35,27.9626
CUST00233,35349.34,Other,42,38.8317
CUST00234,53013.75,Home,5,58.206
CUST00235,21731.32,Business,12,26.9988
CUST00236,8852.68,Car,7,11.468
CUST00237,15411.84,Home,41,51.298
CUST00238,18269.47,Car,2,12.2375
CUST00239,30240.52,Home,25,13.1938
CUST00240,37625.59,Business,10,39.0118
CUST00241,70189.99,Car,38,13.4576
CUST00242,13605.03,Car,44,6.7174
CUST00243,62481.73,Home,6,22.0279
CUST00244,26991.07,Other,27,11.0887
CUST00245,8704.21,Education,35,42.4904
CUST00246,36712.0,Education,10,34.2496
CUST00247,104090.3,Education,9,56.0272
CUST00248,73606.72,Car,20,34.8629
CUST00249,34165.91,Home,37,27.406
CUST00250,89376.81,Business,35,66.0417
CUST00251,42352.31,Home,37,24.8939
CUST00252,79614.46,Home,40,8.0776
CUST00253,9611.52,Business,8,40.1971
CUST00254,13363.22,Home,46,24.1076
CUST00255,65070.64,Car,31,29.0917
CUST00256,124420.97,Education,49,14.8753
CUST00257,50707.88,Car,43,18.3684
CUST00258,24394.93,Business,16,24.4735
CUST00259,18390.46,Education,28,9.8124
CUST00260,28218.92,Education,6,19.722
CUST00261,95885.46,Business,32,26.7494
CUST00262,27611.24,Car,28,41.2173
CUST00263,83969.51,Car,11,10.7039
CUST00264,61209.55,Car,42,18.5199
CUST00265,143077.35,Car,23,12.3834
CUST00266,42625.57,Other,30,27.4439
CUST00267,34902.82,Business,9,18.1982
CUST00268,87390.14,Home,28,11.5334
CUST00269,17184.96,Home,24,35.5235
CUST00270,25458.03,Home,28,39.2438
CUST00271,9471.06,Home,24,26.5406
CUST00272,13313.59,Home,15,83.7279
CUST00273,169176.45,Education,39,32.2082
CUST00274,63186.86,Other,33,12.1397
CUST00275,12130.02,Business,47,37.9562
CUST00276,94453.53,Home,34,26.5679
CUST00277,20682.47,Car,22,28.5088
CUST00278,60643.06,Education,29,48.8564
CUST00279,59922.71,Business,34,16.2971
CUST00280,598704.59,Business,42,6.5051
CUST00281,23619.22,Other,47,17.1434
CUST00282,20086.77,Education,10,28.6897
CUST00283,4224.96,Business,45,13.2425
CUST00284,32944.56,Home,30,39.0357
CUST00285,64878.0,Education,11,36.1142
CUST00286,72372.31,Home,34,13.9091
CUST00287,98905.44,Car,21,26.2474
CUST00288,45791.08,Education,13,66.9489
CUST00289,54383.98,Car,25,42.0653
CUST00290,38349.48,Home,21,23.3272
CUST00291,63956.85,Home,1,33.4995
CUST00292,17198.99,Home,5,17.6551
CUST00293,11769.05,Home,22,19.8602
CUST00294,18713.67,Home,7,80.2257
CUST00295,43083.66,Home,13,6.8404
CUST00296,12831.52,Home,45,34.9862
CUST00297,21881.67,Other,23,32.65
CUST00298,22448.17,Car,21,30.7208
CUST00299,67877.3,Home,6,30.1469
CUST00300,61579.01,Education,20,54.0633
CUST00301,38422.13,Other,12,21.2495
CUST00302,52096.44,Business,40,33.5192
CUST00303,52925.07,Car,9,1.575
CUST00304,27149.24,Education,28,14.1649
CUST00305,23529.27,Business,11,30.2187
CUST00306,124162.83,Business,32,12.4644
CUST00307,4957.7,Business,11,35.0442
CUST00308,20069.52,Other,24,35.78
CUST00309,30852.53,Other,15,34.0356
CUST00310,56838.04,Education,41,24.2236
CUST00311,90075.66,Car,35,22.7468
CUST00312,160393.47,Education,17,5.5135
CUST00313,33746.48,Business,25,29.3834
CUST00314,35603.94,Home,49,36.7243
CUST00315,48537.31,Other,35,30.0506
CUST00316,23744.43,Home,19,33.8643
CUST00317,14081.4,Education,41,5.725
CUST00318,33624.14,Other,31,41.9654
CUST00319,65926.64,Home,17,16.1021
CUST00320,29901.42,Education,23,21.7394
CUST00321,50551.52,Home,47,50.4231
CUST00322,8143.26,Car,1,32.1009
CUST00323,36854.16,Home,10,60.8012
CUST00324,26297.86,Car,8,20.7018
CUST00325,13093.89,Car,42,29.5688
CUST00326,61437.15,Other,26,31.6809
CUST00327,158977.26,Other,34,22.2005
CUST00328,80175.01,Home,19,10.1
CUST00329,84372.7,Business,14,16.1463
CUST00330,64214.33,Home,8,6.8501
CUST00331,60910.52,Home,1,17.842
CUST00332,8608.06,Home,48,17.9699
CUST00333,32782.14,Other,25,36.1702
CUST00334,54553.43,Other,24,66.1556
CUST00335,55554.72,Home,47,33.5287
CUST00336,100444.94,Home,20,11.1833
CUST00337,15900.12,Home,30,51.0026
CUST00338,59030.96,Education,5,31.184
CUST00339,15490.27,Education,3,4.7635
CUST00340,30657.74,Home,32,83.5646
CUST00341,34559.22,Business,17,32.8178
CUST00342,72406.89,Car,42,35.0854
CUST00343,65904.55,Other,5,11.9452
CUST00344,39985.19,Business,11,31.2139
CUST00345,6492.29,Car,38,40.2377
CUST00346,51837.39,Business,4,37.476
CUST00347,29315.12,Business,39,15.6212
CUST00348,110574.49,Car,19,26.2044
CUST00349,91381.18,Car,39,39.1937
CUST00350,17147.05,Other,46,26.9101
CUST00351,57857.56,Home,49,31.2258
CUST00352,58778.33,Home,23,6.4205
CUST00353,55456.09,Education,17,10.347
CUST00354,49994.33,Business,13,26.8906
CUST00355,60121.55,Business,27,9.2792
CUST00356,120715.12,Other,1,45.8254
CUST00357,23362.69,Education,2,16.6293
CUST00358,17594.69,Home,18,19.7911
CUST00359,67925.86,Education,36,28.4714
CUST00360,8049.06,Business,45,20.6892
CUST00361,61280.63,Home,33,16.89
CUST00362,53186.04,Home,36,46.6055
CUST00363,5561.36,Home,2,34.6316
CUST00364,21827.6,Education,4,57.1461
CUST00365,128127.31,Other,16,74.7843
CUST00366,11319.24,Business,4,32.4061
CUST00367,43048.1,Other,9,42.3649
CUST00368,16253.7,Home,49,23.953
CUST00369,20595.81,Other,21,37.7297
CUST00370,168224.56,Business,23,44.3087
CUST00371,40084.92,Car,2,15.4717
CUST00372,54916.03,Other,3,14.7564
CUST00373,33190.81,Car,23,8.2389
CUST00374,10806.39,Other,26,29.5048
CUST00375,14073.68,Other,47,18.3375
CUST00376,93222.49,Business,7,42.0645
CUST00377,41040.46,Education,36,68.3516
CUST00378,19609.5,Home,44,27.3651
CUST00379,35680.46,Education,33,5.8657
CUST00380,61653.07,Car,49,45.2184
CUST00381,52239.34,Business,36,24.4598
CUST00382,19617.33,Business,4,19.7056
CUST00383,10298.54,Other,23,17.6214
CUST00384,26222.23,Home,25,7.0534
CUST00385,88189.12,Business,41,45.0931
CUST00386,71933.8,Other,26,55.849
CUST00387,50429.05,Business,28,34.4392
CUST00388,31675.4,Home,28,35.9098
CUST00389,24019.05,Home,21,6.7709
CUST00390,32149.02,Home,10,9.5129
CUST00391,67874.61,Education,27,37.8185
CUST00392,81483.23,Education,15,9.9564
CUST00393,29453.58,Other,17,43.236
CUST00394,276228.87,Car,39,50.5158
CUST00395,39101.77,Car,35,49.0202
CUST00396,27513.6,Education,5,23.0783
CUST00397,118247.55,Business,16,47.2242
CUST00398,7110.75,Other,23,51.5678
CUST00399,53317.88,Business,39,23.0143
CUST00400,34260.94,Car,48,9.5398
CUST00401,484996.42,Education,9,47.213
CUST00402,58920.17,Other,33,18.6563
CUST00403,40590.19,Education,35,22.706
CUST00404,61704.19,Home,40,43.6983
CUST00405,15607.93,Home,24,48.6674
CUST00406,78704.52,Home,24,15.8335
CUST00407,12386.12,Business,24,44.8396
CUST00408,48377.88,Home,19,40.2564
CUST00409,37365.07,Home,39,27.8151
CUST00410,8862.25,Car,25,19.5603
CUST00411,38374.7,Education,31,23.8172
CUST00412,45505.54,Car,38,34.8013
CUST00413,21506.26,Business,25,17.6551
CUST00414,16156.25,Home,27,43.038
CUST00415,53838.38,Home,32,57.8338
CUST00416,48525.85,Education,11,8.5898
CUST00417,43540.87,Car,5,13.6125
CUST00418,36573.29,Car,44,20.4976
CUST00419,23080.64,Home,33,13.822
CUST00420,223629.33,Other,19,33.2192
CUST00421,28604.96,Business,43,34.3951
CUST00422,18176.94,Home,47,24.0964
CUST00423,37931.68,Home,16,18.1135
CUST00424,31421.48,Other,35,22.7152
CUST00425,28079.35,Business,11,15.3854
CUST00426,162660.56,Car,11,67.7395
CUST00427,14708.81,Business,10,24.181
CUST00428,37419.59,Business,34,31.6592
CUST00429,15519.64,Business,5,58.3901
CUST00430,23557.04,Education,23,11.2443
CUST00431,145639.95,Car,25,16.7926
CUST00432,45485.83,Home,29,10.0726
CUST00433,45048.57,Other,40,45.1785
CUST00434,17127.06,Education,13,32.4228
CUST00435,25856.12,Home,47,5.5545
CUST00436,156138.27,Other,32,39.5742
CUST00437,54148.73,Other,34,14.8014
CUST00438,27673.43,Other,12,44.8943
CUST00439,51662.41,Other,24,34.3813
CUST00440,44987.1,Other,40,28.9642
CUST00441,18554.14,Home,21,42.1693
CUST00442,27036.78,Business,29,24.9094
CUST00443,220494.69,Business,23,4.3809
CUST00444,49692.14,Home,33,36.5672
CUST00445,10350.25,Home,8,4.0706
CUST00446,54620.69,Other,42,50.3358
CUST00447,102998.59,Car,13,16.7771
CUST00448,17614.85,Other,5,29.6788
CUST00449,25198.16,Home,41,41.6303
CUST00450,116194.03,Home,10,22.515
CUST00451,37344.09,Education,14,1.2382
CUST00452,32392.99,Home,24,20.8967
CUST00453,12470.9,Business,11,13.3287
CUST00454,85515.51,Education,46,28.7699
CUST00455,31232.82,Home,3,22.63
CUST00456,6394.63,Home,29,19.4687
CUST00457,10320.53,Car,48,23.4236
CUST00458,23172.82,Home,30,35.8092
CUST00459,15393.89,Business,49,28.2093
CUST00460,17452.37,Car,37,19.1028
CUST00461,236981.16,Home,7,55.4018
CUST00462,63960.34,Education,17,12.0909
CUST00463,4619.88,Home,20,73.9012
CUST00464,28241.35,Home,11,20.6824
CUST00465,33806.4,Home,44,56.1996
CUST00466,11141.73,Other,25,29.3023
CUST00467,55687.39,Other,24,6.5585
CUST00468,7093.18,Business,2,45.2606
CUST00469,462278.28,Car,27,20.5132
CUST00470,115061.72,Car,19,66.1317
CUST00471,238486.52,Education,29,55.2452
CUST00472,10306.57,Business,37,30.3764
CUST00473,12128.12,Other,11,9.3807
CUST00474,63204.93,Home,19,27.111
CUST00475,93539.96,Home,28,10.0183
CUST00476,69366.69,Business,39,28.6297
CUST00477,86143.83,Business,21,64.2082
CUST00478,109257.4,Business,26,12.6757
CUST00479,42693.43,Business,22,16.9857
CUST00480,30636.89,Other,6,52.6018
CUST00481,12154.54,Education,11,25.4251
CUST00482,28610.12,Other,14,25.6233
CUST00483,32340.94,Other,36,23.7995
CUST00484,16987.83,Business,40,16.2325
CUST00485,35221.81,Car,41,29.8459
CUST00486,15523.29,Home,2,17.9202
CUST00487,88491.86,Education,43,7.862
CUST00488,51055.04,Education,20,34.7935
CUST00489,25142.55,Other,22,32.5545
CUST00490,42237.87,Home,39,28.4498
CUST00491,15001.84,Car,4,25.5697
CUST00492,16269.47,Business,29,26.6339
CUST00493,21870.99,Home,46,47.4229
CUST00494,31146.51,Car,24,6.5284
CUST00495,40658.43,Car,1,7.1461
CUST00496,40787.26,Education,24,66.2334
CUST00497,12644.5,Home,30,70.5606
CUST00498,34044.27,Other,12,30.2565
CUST00499,18874.29,Car,19,48.8509
CUST00500,2375.18,Other,37,19.8376
CUST00501,425265.27,Education,40,53.0738
CUST00502,19169.57,Car,43,10.7629
CUST00503,20039.85,Home,4,28.7687
CUST00504,12367.79,Home,15,19.682
CUST00505,15584.09,Education,20,1.9409
CUST00506,31227.74,Home,44,8.3965
CUST00507,107092.76,Car,20,21.0761
CUST00508,31086.26,Education,21,21.6722
CUST00509,28033.35,Car,10,28.4512
CUST00510,94865.86,Home,30,51.5047
CUST00511,23872.51,Business,24,15.0829
CUST00512,36935.17,Other,48,20.581
CUST00513,17374.24,Home,40,36.4501
CUST00514,139819.39,Home,40,22.497
CUST00515,84019.84,Other,38,31.3867
CUST00516,32132.08,Home,3,24.029
CUST00517,26382.21,Other,29,54.2648
CUST00518,35402.17,Home,8,40.7786
CUST00519,32509.7,Other,29,40.3054
CUST00520,10535.91,Car,10,7.6552
CUST00521,86347.4,Other,5,15.4473
CUST00522,30281.43,Car,11,51.0604
CUST00523,165822.35,Business,4,31.3531
CUST00524,50891.57,Home,49,31.7716
CUST00525,4832.56,Home,35,10.9645
CUST00526,13025.98,Business,40,6.1839
CUST00527,6523.43,Education,12,68.7087
CUST00528,12897.15,Other,21,23.6217
CUST00529,9829.26,Car,16,57.565
CUST00530,44447.06,Other,14,57.2913
CUST00531,28201.54,Car,21,30.0452
CUST00532,65672.26,Other,48,9.2457
CUST00533,35225.32,Other,27,18.5461
CUST00534,29964.02,Car,36,47.4387
CUST00535,180333.93,Other,1,18.7959
CUST00536,43401.88,Business,1,63.7125
CUST00537,34050.19,Home,22,7.8321
CUST00538,18347.48,Education,15,55.4206
CUST00539,14175.48,Home,20,23.3227
CUST00540,67265.37,Business,3,33.3437
CUST00541,64122.9,Home,14,39.2706
CUST00542,127677.52,Home,9,31.5184
CUST00543,53270.04,Car,19,10.5165
CUST00544,26516.37,Education,40,43.9527
CUST00545,54655.67,Other,34,45.6203
CUST00546,173548.29,Other,4,33.1155
CUST00547,72570.09,Car,33,7.3245
CUST00548,105605.47,Home,43,29.814
CUST00549,31734.35,Business,37,19.7487
CUST00550,148130.32,Education,2,9.0703
CUST00551,93965.02,Car,27,16.6657
CUST00552,36832.93,Car,45,57.6608
CUST00553,62105.8,Education,17,29.6215
CUST00554,46369.51,Car,49,37.8774
CUST00555,36960.14,Business,31,35.8134
CUST00556,167797.98,Education,41,23.3801
CUST00557,54944.76,Other,6,15.7956
CUST00558,18531.46,Education,31,21.2236
CUST00559,15956.54,Home,3,38.358
CUST00560,16486.92,Other,40,62.8048
CUST00561,53723.38,Education,3,8.535
CUST00562,27633.64,Home,33,16.7143
CUST00563,47412.21,Education,13,32.7991
CUST00564,76812.07,Car,21,28.1033
CUST00565,184051.49,Business,37,48.9625
CUST00566,28147.71,Education,16,30.4965
CUST00567,11768.24,Business,21,40.7335
CUST00568,152347.85,Home,48,49.5834
CUST00569,11319.92,Car,44,35.3893
CUST00570,10969.31,Other,13,44.6031
CUST00571,149217.49,Business,4,59.375
CUST00572,85219.47,Home,31,20.3674
CUST00573,53523.3,Car,9,39.4003
CUST00574,34893.76,Car,48,5.8217
CUST00575,29990.53,Business,33,16.5365
CUST00576,21576.05,Business,37,43.0783
CUST00577,28956.95,Business,37,50.969
CUST00578,34963.77,Education,24,10.7551
CUST00579,12093.7,Business,25,30.9615
CUST00580,18841.5,Car,41,72.9433
CUST00581,6704.04,Home,29,42.2442
CUST00582,38651.54,Education,40,5.9311
CUST00583,38656.92,Other,47,41.9772
CUST00584,150664.73,Business,36,11.4572
CUST00585,49042.57,Education,15,26.3118
CUST00586,23275.73,Education,45,17.8023
CUST00587,30937.24,Other,18,11.7128
CUST00588,430608.43,Car,20,17.1872
CUST00589,43568.52,Car,5,22.8182
CUST00590,57677.86,Other,18,32.8283
CUST00591,49101.06,Other,40,30.8205
CUST00592,29669.79,Car,1,42.1735
CUST00593,23655.84,Education,19,38.7209
CUST00594,22659.86,Car,23,34.1981
CUST00595,17322.87,Home,26,5.0795
CUST00596,15280.07,Other,49,29.6373
CUST00597,158066.51,Car,29,13.8001
CUST00598,40125.53,Other,34,28.4459
CUST00599,32072.65,Home,19,9.876
CUST00600,24423.29,Education,48,39.881
CUST00601,51179.96,Home,18,53.6318
CUST00602,95123.48,Business,2,8.9699
CUST00603,64770.89,Education,27,31.5715
CUST00604,75907.54,Education,6,41.5143
CUST00605,22714.91,Home,39,34.516
CUST00606,36195.74,Home,6,8.9244
CUST00607,22955.15,Home,6,20.0732
CUST00608,39562.03,Car,31,20.237
CUST00609,100516.06,Education,41,43.4713
CUST00610,51612.7,Education,40,29.6329
CUST00611,133435.23,Education,30,39.1938
CUST00612,28830.27,Education,21,36.2638
CUST00613,19042.55,Car,41,28.8498
CUST00614,54704.58,Home,44,22.6629
CUST00615,39938.13,Home,18,15.8598
CUST00616,47012.17,Business,23,8.1086
CUST00617,41713.33,Education,38,7.2548
CUST00618,24648.04,Home,23,28.0955
CUST00619,42471.51,Home,28,47.7525
CUST00620,79118.06,Other,36,30.5929
CUST00621,85895.45,Business,25,36.4908
CUST00622,24548.03,Business,7,29.1793
CUST00623,43686.95,Car,18,4.1098
CUST00624,118384.0,Car,20,28.582
CUST00625,24976.42,Other,5,31.5375
CUST00626,21599.88,Business,18,51.6489
CUST00627,68563.96,Car,42,59.2123
CUST00628,59585.49,Business,40,25.8757
CUST00629,18590.74,Business,33,47.0225
CUST00630,11854.13,Car,15,44.8273
CUST00631,43012.45,Car,35,15.3044
CUST00632,25981.04,Home,47,9.9417
CUST00633,9440.26,Home,46,24.2041
CUST00634,20957.21,Business,1,19.5034
CUST00635,58811.22,Car,21,34.1935
CUST00636,32172.63,Business,8,41.4676
CUST00637,127119.55,Other,7,21.9927
CUST00638,6837.72,Home,41,33.5755
CUST00639,105915.18,Education,44,17.5521
CUST00640,27580.86,Business,40,13.3738
CUST00641,24569.54,Business,40,8.2565
CUST00642,10499.1,Business,30,4.4718
CUST00643,52683.92,Car,38,8.0858
CUST00644,8421.9,Education,35,22.9071
CUST00645,69865.2,Education,2,17.9649
CUST00646,10821.7,Other,46,18.7095
CUST00647,12276.42,Car,8,62.1586
CUST00648,14003.02,Other,38,54.443
CUST00649,20480.74,Car,4,36.4709
CUST00650,77161.87,Other,37,26.2971
CUST00651,120953.96,Business,21,20.7954
CUST00652,22246.17,Education,13,46.88
CUST00653,34987.62,Education,9,46.9576
CUST00654,53741.13,Car,45,28.1324
CUST00655,27904.69,Car,29,17.2481
CUST00656,52083.64,Home,41,28.1209
CUST00657,36197.18,Home,24,19.1369
CUST00658,29650.44,Car,16,8.2473
CUST00659,11662.66,Business,12,42.4135
CUST00660,40914.29,Education,2,28.912
CUST00661,78174.64,Home,19,8.435
CUST00662,19484.56,Other,30,38.6914
CUST00663,7520.47,Education,16,6.2331
CUST00664,231112.82,Other,24,11.9155
CUST00665,121517.86,Business,13,43.3883
CUST00666,95756.13,Home,5,25.7316
