customer_id,default_flag,join_date,loan_amount,loan_purpose,transaction_count,spending_ratio,age,gender,region,education_level,employment_type,annual_income,credit_score,repayment_history,year,month,day,weekday,education_level_encoded,employment_type_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio
CUST00026,0,2022-11-12,8625.8,Car,36.0,50.8936,32.0,Male,East,Secondary,Salaried,102343.16481219183,575.0826244080639,2.0,2022,11,12,5,1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08428310787368219,8.639999999999999,0.00035175773649430306
CUST00028,0,2019-09-15,31168.09,Business,6.0,41.2828,64.0,Female,North,Graduate,Salaried,68629.58111116535,501.77371471544063,3.0,2019,9,15,6,2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45414950077451754,0.14073494917904614,8.742585781313854e-05
CUST00029,0,2017-06-21,45846.78,Other,33.0,67.4944,45.0,Male,North,Graduate,Salaried,111479.778944542,574.4074177597669,3.0,2017,6,21,2,2.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41125646672485294,0.4725536992840096,0.0002960178097986412
CUST00030,0,2020-01-14,22939.37,Home,28.0,13.8483,42.94883913594727,Female,North,Post-Graduate,Salaried,114019.1227965247,598.037039232441,1.0,2020,1,14,1,3.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20118879568067674,0.7253886010362695,0.00024557284175890395
CUST00031,0,2021-08-10,13169.79,Car,38.0,41.4608,62.0,Female,North,Post-Graduate,Self-Employed,64702.00172963104,625.5046671702605,4.0,2021,8,10,1,3.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20354532546044463,1.9520547945205482,0.0005873079500506003
CUST00032,0,2018-02-13,15290.08,Car,30.0,58.1683,48.0,Female,East,Graduate,Self-Employed,67814.11131299395,598.3263170093538,0.0,2018,2,13,1,2.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22547047663028577,0.48439181916038754,0.00044238580170336407
CUST00033,0,2015-01-27,12421.35,Home,46.0,19.7094,36.0,Male,West,Post-Graduate,Salaried,54778.836509757304,751.6898621003477,0.0,2015,1,27,1,3.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22675454229093542,0.46449007068327164,0.0008397403619882725
CUST00034,0,2016-10-15,71682.04,Education,43.0,22.9787,35.0,Male,West,Secondary,Salaried,195771.35679684827,491.13320173591364,3.0,2016,10,15,5,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3661518271765587,0.5503412969283276,0.0002196439801182001
CUST00035,0,2022-10-30,119856.31,Other,17.0,43.9052,64.0,Female,East,Secondary,Unemployed,59822.36654036853,511.2435555643024,3.0,2022,10,30,6,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0035367527481576,3.695652173913044,0.00028417464876666636
CUST00036,0,2019-09-28,37413.81,Car,9.0,39.3227,23.0,Male,North,Graduate,Salaried,74691.6420252608,737.0169129021018,1.0,2019,9,28,5,2.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5009102623202019,0.21327014218009477,0.00012049540960628755
CUST00037,0,2018-10-25,10783.37,Business,28.0,9.8974,57.0,Male,North,Graduate,Self-Employed,73427.09220313848,603.6768748839147,2.0,2018,10,25,3,2.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468581919350347,0.5236907730673317,0.0003813306391398024
CUST00038,0,2018-02-12,54028.52,Education,7.0,32.3814,27.0,Male,South,Graduate,Salaried,37662.70594107934,580.5933570968165,4.0,2018,2,12,0,2.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4345363310996249,0.11296395911780527,0.00018586025154302533
CUST00039,0,2016-09-28,99906.27,Car,46.0,4.5469,41.0,Female,North,Secondary,Unemployed,58803.1566582175,600.3791357273205,0.0,2016,9,28,2,1.0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6989950145140467,0.5844980940279543,0.0007822709292184179
CUST00040,0,2017-05-31,79010.29,Home,28.0,45.7114,29.0,Male,South,Secondary,Salaried,206257.89032201542,635.815701311601,1.0,2017,5,31,2,1.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.38306553934323184,0.39697542533081287,0.00013575238239994425
CUST00041,0,2018-10-10,35478.96,Business,17.0,17.9979,59.0,Female,South,Graduate,Unemployed,149076.091587361,643.556789562197,1.0,2018,10,10,2,2.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2379922871750951,0.3150092649783817,0.00011403572376350989
CUST00042,0,2016-02-23,30104.03,Other,40.0,42.4395,38.0,Female,South,Secondary,Self-Employed,55371.185433845865,512.4404511332083,0.0,2016,2,23,1,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5436768197055573,0.46529662659945714,0.0007223973929145796
CUST00043,0,2016-01-15,35251.63,Business,48.0,12.9775,24.0,Male,South,Graduate,Salaried,44376.81980968003,588.7779531559657,1.0,2016,1,15,4,2.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7943703526116683,0.5500381970970206,0.0010816457827726004
CUST00044,0,2019-04-06,96780.34,Home,44.0,26.7224,45.0,Male,West,Graduate,Unemployed,93492.17891977433,573.1587334373547,4.0,2019,4,6,5,2.0,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0351704401182824,0.9160305343511451,0.00047062760231266415
CUST00046,0,2019-01-10,26672.66,Home,5.0,12.9849,29.0,Female,South,Graduate,Salaried,91161.09244283808,510.4599806223485,2.0,2019,1,10,3,2.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29258820057169566,0.09823182711198429,5.484796052806426e-05
CUST00047,0,2018-11-09,26141.2,Education,5.0,12.133,46.0,Female,West,Post-Graduate,Self-Employed,102750.32292877168,598.1254227456623,0.0,2018,11,9,4,3.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25441477218637587,0.09439899307740716,4.866164754991658e-05
CUST00048,0,2021-10-08,24702.11,Business,14.0,14.8481,43.04770139512394,Female,West,Graduate,Self-Employed,61250.76747176923,673.2659025278083,1.0,2021,10,8,4,2.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40329470175839544,0.8,0.0002285685645727242
CUST00049,0,2017-12-19,15495.33,Home,6.0,45.462,40.0,Male,South,Graduate,Unemployed,95132.80798643426,570.9459553013747,0.0,2017,12,19,1,2.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.16288103261084863,0.09404388714733543,6.306972459864307e-05
CUST00050,0,2015-06-27,107094.89,Business,7.0,23.3463,48.0,Male,South,Graduate,Salaried,206370.87307497885,582.6865030689303,0.0,2015,6,27,5,2.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5189438238267771,0.07446808510638298,3.3919515364247905e-05
CUST00051,0,2023-03-08,19336.33,Education,17.0,28.6624,27.0,Male,South,Secondary,Self-Employed,107553.7103117485,589.0862279777907,1.0,2023,3,8,2,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17978301207789968,56.66666666666667,0.00015806056295710169
CUST00053,0,2021-01-05,21393.83,Other,31.0,5.5465,28.0,Male,West,Secondary,Salaried,210173.3252019471,564.5256465411971,2.0,2021,1,5,1,1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10179136662296955,1.1610486891385767,0.0001474973095192425
CUST00054,0,2016-05-26,24790.63,Home,22.0,38.0569,55.0,Male,North,Graduate,Salaried,93733.43104874417,578.3783705860312,5.0,2016,5,26,3,2.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26448012968935425,0.26548672566371684,0.0002347081479238645
CUST00055,0,2019-03-31,33153.23,Other,45.0,53.1261,34.0,Male,South,Graduate,Salaried,92644.7230778585,729.0294696565702,5.0,2019,3,31,6,2.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.35785340922372955,0.9329647546648238,0.0004857265314742434
CUST00056,0,2015-11-19,56173.14,Home,9.0,17.8113,37.0,Male,East,Post-Graduate,Salaried,262643.76376288384,675.729464666435,3.0,2015,11,19,3,3.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2138757806209075,0.10093457943925233,3.42669472560759e-05
CUST00057,0,2021-03-11,29514.03,Car,16.0,6.0374,56.0,Female,South,Secondary,Unemployed,107193.97744745032,674.7723765869299,2.0,2021,3,11,3,1.0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2753329123781106,0.6521739130434783,0.00014926211696775294
CUST00060,0,2021-12-08,19666.32,Education,45.0,8.517,22.0,Male,East,Secondary,Unemployed,87331.66399274378,596.6807116338097,1.0,2021,12,8,2,1.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22519117466528563,2.9094827586206895,0.0005152770248799904
CUST00061,0,2019-01-21,124875.27,Education,13.0,46.8093,26.0,Male,West,Graduate,Salaried,121926.44347651722,677.6390767690704,3.0,2019,1,21,0,2.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0241852910607594,0.25725593667546176,0.000106621661629159
CUST00062,0,2021-06-22,29497.02,Business,19.0,15.9236,62.0,Male,West,Graduate,Self-Employed,177726.7452577865,499.33882965061696,2.0,2021,6,22,1,2.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1659683800387814,0.9004739336492891,0.00010690568812499861
CUST00065,0,2015-10-12,65585.62,Business,10.0,30.3131,38.0,Male,East,Primary,Salaried,44352.11625312144,684.9453316791785,1.0,2015,10,12,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4787483786725546,0.11057869517139697,0.0002254683844831466
CUST00066,0,2015-07-07,17722.33,Education,16.0,22.5593,46.0,Male,North,Secondary,Unemployed,59334.7230844196,713.122330844959,1.0,2015,7,7,1,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2986839590501707,0.1708185053380783,0.0002696566052433698
CUST00067,0,2022-06-01,19288.59,Education,28.0,19.7267,64.0,Male,East,Graduate,Salaried,73338.41189889783,617.4671000353728,3.0,2022,6,1,2,2.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2630080131349269,2.906574394463668,0.00038179174153102704
CUST00068,0,2017-07-22,53068.9,Car,19.0,39.7301,54.0,Male,North,Graduate,Salaried,204567.3381316934,677.4345559011992,1.0,2017,7,22,5,2.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2594202011165442,0.2761627906976744,9.287895210216039e-05
CUST00069,0,2018-03-31,37600.82,Education,40.0,34.5073,30.0,Male,East,Secondary,Self-Employed,47041.01010788502,542.5717428516772,2.0,2018,3,31,5,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7993199957604088,0.6622516556291391,0.000850321876768016
CUST00071,0,2017-08-11,21372.47,Education,4.0,24.6449,42.85489001603736,Male,North,Post-Graduate,Self-Employed,157613.39846721545,652.351050724861,3.0,2017,8,11,4,3.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13560059111627878,0.05870841487279843,2.5378553085586976e-05
CUST00072,0,2016-02-18,63632.99,Other,30.0,44.7421,51.0,Female,North,Primary,Salaried,197311.33379448912,623.192893923013,1.0,2016,2,18,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32250043003752304,0.348297213622291,0.00015204397752055485
CUST00073,0,2019-04-06,6059.42,Home,39.0,14.0239,35.0,Female,North,Graduate,Self-Employed,56516.06164583853,705.2805935774799,1.0,2019,4,6,5,2.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10721589267793886,0.8119361554476059,0.0006900693159476675
CUST00074,0,2018-02-12,32094.71,Business,31.0,18.2313,28.0,Male,East,Graduate,Salaried,103092.44795509677,556.8972129722089,0.0,2018,2,12,0,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31131970029443146,0.5002689618074233,0.0003007009787322389
CUST00076,0,2022-02-16,25234.38,Business,27.0,17.5749,43.0,Male,South,Secondary,Salaried,149081.7735777418,607.6369633086638,0.0,2022,2,16,2,1.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16926535950312535,2.0558375634517767,0.0001811086583694303
CUST00077,0,2019-02-03,33446.43,Education,45.0,60.6744,60.0,Female,North,Graduate,Salaried,117876.69983721273,517.631122312848,3.0,2019,2,3,6,2.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2837408075233646,0.8982035928143712,0.00038175483417965405
CUST00078,0,2016-10-28,90291.89,Education,21.0,6.7291,41.0,Male,North,Post-Graduate,Salaried,83623.85554387864,618.1545555040199,1.0,2016,10,28,4,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0797384240747252,0.2702702702702703,0.0002511245130162768
CUST00079,0,2019-02-25,14425.72,Other,37.0,21.6059,36.0,Other,North,Post-Graduate,Salaried,149087.76840986844,462.48556696369224,0.0,2019,2,25,0,3.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09675991634901371,0.7494935854152599,0.00024817595966880737
CUST00080,0,2018-12-26,6307.95,Business,9.0,54.4502,38.0,Female,North,Graduate,Salaried,183530.908877056,683.7563627542568,3.0,2018,12,26,2,2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436996001706492,0.17509727626459146,4.9038061518176946e-05
CUST00081,0,2017-05-08,15828.34,Home,35.0,21.0746,44.0,Male,West,Graduate,Salaried,49025.34140496053,603.7309893252773,3.0,2017,5,8,0,2.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3228603727458886,0.49088359046283314,0.0007139164969988072
CUST00082,0,2022-07-08,82285.38,Business,42.0,42.839,46.0,Male,North,Graduate,Salaried,249753.59014020607,558.328567687699,2.0,2022,7,8,4,2.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32946625493474124,5.0,0.00016816575079630342
CUST00083,0,2017-12-29,9740.1,Car,47.0,40.4588,45.0,Female,South,Graduate,Self-Employed,177928.91112870243,533.2501110163903,0.0,2017,12,29,4,2.0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.054741525355340555,0.7405462184873949,0.00026415043908183756
CUST00084,0,2022-11-14,22981.43,Car,21.0,14.3225,61.0,Female,North,Graduate,Salaried,55319.39583207658,581.233677630465,0.0,2022,11,14,0,2.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4154316881869193,5.121951219512195,0.0003796136903545734
CUST00085,0,2022-08-31,71087.15,Other,17.0,4.2961,49.0,Male,North,Secondary,Salaried,124281.15115705972,655.0607768617931,1.0,2022,8,31,2,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5719865751015127,2.5757575757575757,0.00013678663129307783
CUST00086,0,2022-04-08,34657.07,Car,24.0,21.9685,35.0,Male,South,Graduate,Self-Employed,169549.34183209128,643.8191182990048,2.0,2022,4,8,4,2.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.20440698634101284,2.0991253644314867,0.00014155171433085105
CUST00087,0,2015-10-20,89586.99,Business,31.0,36.4267,21.0,Female,East,Graduate,Salaried,47043.31281908778,543.5569642177231,1.0,2015,10,20,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9043512166016114,0.343807763401109,0.0006589671972978437
CUST00088,0,2021-10-31,7130.12,Car,6.0,23.8234,45.0,Male,North,Graduate,Self-Employed,101233.70766049597,532.3168261897893,2.0,2021,10,31,6,2.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07043227166895873,0.3585657370517928,5.9268796319522295e-05
CUST00089,0,2022-02-13,28077.19,Home,35.0,21.7927,27.0,Female,North,Post-Graduate,Salaried,94173.19062733909,652.5518965055718,0.0,2022,2,13,6,3.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2981441938301388,2.6448362720403025,0.0003716556672535556
CUST00090,0,2016-12-01,105846.13,Education,37.0,3.9906,29.0,Male,South,Primary,Salaried,67013.65439139714,542.2122076307976,4.0,2016,12,1,3,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5794710937833585,0.4832390074009578,0.00055212628435243
CUST00091,0,2020-12-27,14742.57,Home,13.0,30.358,43.05541957893754,Male,North,Secondary,Salaried,104340.42001963987,604.7927819263602,2.0,2020,12,27,6,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1412929907434245,0.48148148148148145,0.00012459217623959177
CUST00092,0,2023-03-06,83103.98,Business,25.0,30.9266,21.0,Male,North,Primary,Self-Employed,149049.67715495534,609.9003714019422,3.0,2023,3,6,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5575589399875268,68.18181818181819,0.00016772931332155417
CUST00093,0,2017-09-29,30074.94,Car,32.0,71.7651,64.0,Male,West,Graduate,Self-Employed,225163.98577357427,624.964970538139,1.0,2017,9,29,4,2.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13356905144787884,0.48120300751879697,0.00014211864250875057
CUST00094,0,2016-10-31,51395.38,Car,1.0,43.9637,28.0,Male,East,Graduate,Salaried,67779.38741000973,668.6616344145498,1.0,2016,10,31,0,2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7582744837910688,0.012886597938144331,1.4753747978730168e-05
CUST00095,0,2020-03-08,99880.08,Home,49.0,22.9546,44.0,Male,East,Secondary,Salaried,158766.1055683258,600.4776105391788,2.0,2020,3,8,6,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6291020343571765,1.3315217391304348,0.00030863010605820145
CUST00096,0,2019-04-04,51219.16,Car,35.0,8.8909,31.0,Male,South,Graduate,Unemployed,36562.12572819115,447.107253979161,2.0,2019,4,4,3,2.0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.40088025463212,0.7276507276507276,0.0009572747564021782
CUST00097,0,2018-01-10,22629.29,Business,19.0,23.1334,37.0,Female,South,Graduate,Salaried,89582.39700732523,554.6042175017319,3.0,2018,1,10,2,2.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2526086681756192,0.3012684989429175,0.00021209524007765002
CUST00098,0,2022-03-06,56934.13,Home,12.0,34.2006,28.0,Male,South,Graduate,Salaried,149064.191849892,744.1222726265748,0.0,2022,3,6,6,2.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3819437068919463,0.9574468085106383,8.050223095888802e-05
CUST00099,0,2022-09-19,21387.46,Education,40.0,25.3388,55.0,Female,East,Graduate,Unemployed,87853.45046571616,761.7739280069902,1.0,2022,9,19,0,2.0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24344473537036795,6.70391061452514,0.00045530368799355877
CUST00100,0,2021-03-31,45192.82,Other,40.0,38.6019,55.0,Female,East,Graduate,Self-Employed,77824.30163060885,746.494170845271,2.0,2021,3,31,2,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5807031872191621,1.675977653631285,0.0005139782710786025
CUST00101,0,2017-06-18,13340.04,Business,47.0,39.5938,43.16246624940434,Female,North,Post-Graduate,Salaried,66137.48661248422,597.690474721777,1.0,2017,6,18,6,3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017016473299412,0.6720686367969494,0.0007106408544882352
CUST00102,0,2022-09-05,37170.69,Business,43.0,35.5652,25.0,Male,South,Secondary,Self-Employed,155239.51604410599,457.4307934412137,2.0,2022,9,5,0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23944090362558992,6.683937823834197,0.0002769913298865414
CUST00103,0,2018-08-21,94036.14,Home,20.0,20.0006,62.0,Male,South,Secondary,Self-Employed,179813.3618008204,412.55687186785275,2.0,2018,8,21,1,1.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5229652516266506,0.35949670461354105,0.000111226439457564
CUST00104,0,2015-08-18,28594.92,Car,33.0,36.3851,59.0,Female,West,Graduate,Salaried,93967.4259252791,550.8769470760471,1.0,2015,8,18,1,2.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.30430672883109594,0.35765895953757226,0.00035118552705956744
CUST00105,0,2017-07-27,87112.21,Other,29.0,45.7316,61.0,Female,East,Post-Graduate,Salaried,51124.41727248888,584.1541095880511,1.0,2017,7,27,3,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7039257295726071,0.42253521126760557,0.0005672436293098935
CUST00107,0,2018-07-16,35484.18,Education,14.0,4.5726,27.0,Male,North,Primary,Unemployed,58227.99549144804,669.4244367633956,1.0,2018,7,16,0,0.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6094006791838055,0.24633431085043989,0.00024043417400580419
